Job Title,Company,City,Experience Level,Industry,Skills Required,Remote,Job Postings Count,Salary (LPA)
Bi Analyst,Deloitte,Hyderabad,Mid (3-5 Yrs),E-Commerce,"Pandas, Python, Data Visualization, SQL, AWS, R",Hybrid,43,14.4
Operations Analyst,Infosys,Gurgaon,Junior (1-3 Yrs),Retail,"Tableau, Machine Learning, SQL, NumPy, Data Visualization, Spark, Python",No,7,5.3
Senior Data Analyst,Ibm India,Hyderabad,Senior (5+ Yrs),Logistics,"JIRA, Spark, Excel",Yes,38,28.1
Junior Data Analyst,Swiggy,Gurgaon,Mid (3-5 Yrs),Logistics,"Pandas, R, Statistics, Spark, Excel, Python",Yes,32,17.0
Junior Data Analyst,Byju'S,Ahmedabad,Senior (5+ Yrs),Logistics,"R, Spark, Communication, NumPy",No,24,22.6
Business Analyst,Infosys,Delhi,Mid (3-5 Yrs),Healthcare,"Power BI, NumPy, Azure, Hadoop",No,43,9.1
Marketing Analyst,Tcs,Noida,Fresher (0-1 Yr),It Services,"Storytelling, Tableau, ETL, Power BI, JIRA",No,18,3.7
Junior Data Analyst,Cognizant,Kolkata,Fresher (0-1 Yr),Banking & Finance,"Machine Learning, Azure, AWS, Spark, Communication, Tableau, NumPy",Yes,26,4.0
Business Analyst,Deloitte,Gurgaon,Junior (1-3 Yrs),Edtech,"Hadoop, Excel, Storytelling, ETL, R, Machine Learning, Data Visualization",Hybrid,25,9.6
Senior Data Analyst,Cognizant,Kolkata,Mid (3-5 Yrs),E-Commerce,"Excel, SQL, Google Analytics, Data Visualization, AWS, JIRA",Hybrid,45,12.8
Marketing Analyst,Nykaa,Chennai,Fresher (0-1 Yr),E-Commerce,"Tableau, Azure, Google Analytics, JIRA",Yes,7,5.6
Marketing Analyst,Tech Mahindra,Chennai,Junior (1-3 Yrs),It Services,"NumPy, AWS, Hadoop",Hybrid,30,6.8
Bi Analyst,Nykaa,Ahmedabad,Mid (3-5 Yrs),Retail,"Azure, NumPy, Tableau",No,27,15.9
Operations Analyst,Capgemini,Mumbai,Junior (1-3 Yrs),Healthcare,"NumPy, Statistics, Google Analytics, Hadoop",No,28,9.7
Financial Analyst,Deloitte,Kolkata,Fresher (0-1 Yr),E-Commerce,"Communication, SQL, JIRA, Excel, Storytelling",No,10,5.0
Marketing Analyst,Amazon India,Gurgaon,Junior (1-3 Yrs),Healthcare,"Power BI, Google Analytics, Hadoop, JIRA, Storytelling, Statistics, Data Visualization",Hybrid,2,8.2
Data Analyst,Hcl Technologies,Kolkata,Mid (3-5 Yrs),Retail,"Pandas, ETL, Storytelling, Excel, Python, SQL, Communication",Hybrid,19,10.8
Business Analyst,Tcs,Delhi,Senior (5+ Yrs),Retail,"R, Storytelling, Spark, SQL, Excel, Machine Learning",Hybrid,30,27.3
Marketing Analyst,Hdfc Bank,Mumbai,Fresher (0-1 Yr),E-Commerce,"Data Visualization, Communication, AWS, JIRA, Pandas",No,8,3.4
Marketing Analyst,Makemytrip,Ahmedabad,Mid (3-5 Yrs),Logistics,"R, Machine Learning, Storytelling, Excel, Pandas",Hybrid,37,10.9
Product Analyst,Zomato,Mumbai,Mid (3-5 Yrs),Banking & Finance,"Hadoop, JIRA, Python",No,25,10.6
Data Analyst,Accenture,Bangalore,Junior (1-3 Yrs),It Services,"Spark, Power BI, Python",Hybrid,1,7.8
Product Analyst,Tech Mahindra,Kolkata,Fresher (0-1 Yr),Retail,"Azure, AWS, Spark, Storytelling",Hybrid,38,3.4
Marketing Analyst,Swiggy,Kolkata,Senior (5+ Yrs),Healthcare,"Storytelling, ETL, Spark, NumPy, Excel",Yes,20,25.9
Financial Analyst,Axis Bank,Chennai,Senior (5+ Yrs),It Services,"Tableau, Python, Machine Learning, Power BI",Yes,3,28.3
Data Analyst,Phonepe,Ahmedabad,Junior (1-3 Yrs),Logistics,"Machine Learning, Python, Storytelling",Yes,42,6.9
Bi Analyst,Ibm India,Kolkata,Fresher (0-1 Yr),Retail,"Tableau, Statistics, Hadoop, Machine Learning, Excel, Storytelling",Yes,42,5.0
Data Scientist,Icici Bank,Hyderabad,Senior (5+ Yrs),Logistics,"Tableau, Azure, Hadoop, Python, Power BI, Excel",Hybrid,43,32.2
Marketing Analyst,Axis Bank,Hyderabad,Fresher (0-1 Yr),Edtech,"AWS, Azure, Communication, Python",Yes,40,5.1
Marketing Analyst,Razorpay,Delhi,Junior (1-3 Yrs),It Services,"Communication, Statistics, Machine Learning, NumPy, Spark, Python",Hybrid,29,9.8
Operations Analyst,Flipkart,Kolkata,Fresher (0-1 Yr),Retail,"Python, Power BI, Hadoop, JIRA, Azure",No,3,5.6
Operations Analyst,Wipro,Gurgaon,Fresher (0-1 Yr),Healthcare,"Storytelling, JIRA, NumPy, SQL, Azure, Machine Learning, Statistics",Yes,23,5.2
Product Analyst,Swiggy,Mumbai,Fresher (0-1 Yr),Healthcare,"Communication, Azure, Statistics, SQL, Python, Machine Learning, NumPy",No,9,6.2
Business Analyst,Makemytrip,Chennai,Junior (1-3 Yrs),Logistics,"JIRA, Excel, Pandas, Hadoop, Azure",Hybrid,30,6.0
Financial Analyst,Infosys,Ahmedabad,Junior (1-3 Yrs),Edtech,"Azure, ETL, AWS",Hybrid,47,5.0
Business Analyst,Zomato,Gurgaon,Junior (1-3 Yrs),Edtech,"Python, R, NumPy, Machine Learning, Azure, Communication",Hybrid,30,6.2
Data Scientist,Tcs,Mumbai,Senior (5+ Yrs),E-Commerce,"Statistics, Google Analytics, Storytelling, Data Visualization, AWS, Excel",Yes,18,20.1
Marketing Analyst,Paytm,Kolkata,Mid (3-5 Yrs),Healthcare,"Spark, Hadoop, ETL, Azure, R",Hybrid,1,17.4
Financial Analyst,Wipro,Gurgaon,Fresher (0-1 Yr),It Services,"Machine Learning, NumPy, Excel, Azure, Tableau, JIRA, Power BI",No,11,5.2
Data Analyst,Amazon India,Bangalore,Mid (3-5 Yrs),Edtech,"Storytelling, Azure, Power BI, Hadoop",Hybrid,23,10.3
Marketing Analyst,Reliance Jio,Gurgaon,Fresher (0-1 Yr),Logistics,"NumPy, Statistics, Machine Learning, SQL, Python, R",Hybrid,33,4.7
Bi Analyst,Zomato,Hyderabad,Fresher (0-1 Yr),It Services,"ETL, R, Communication, Google Analytics, SQL",Yes,33,3.0
Marketing Analyst,Reliance Jio,Kolkata,Fresher (0-1 Yr),Edtech,"Data Visualization, Hadoop, Power BI",Hybrid,14,3.3
Junior Data Analyst,Swiggy,Noida,Junior (1-3 Yrs),Healthcare,"Statistics, Power BI, JIRA, Storytelling, Azure, Tableau, R",No,23,9.8
Financial Analyst,Phonepe,Gurgaon,Senior (5+ Yrs),Retail,"SQL, JIRA, Pandas, Tableau, Power BI",No,46,18.6
Junior Data Analyst,Ola,Ahmedabad,Junior (1-3 Yrs),Edtech,"AWS, Storytelling, Power BI",Yes,34,9.0
Product Analyst,Zomato,Bangalore,Fresher (0-1 Yr),Healthcare,"Storytelling, Power BI, JIRA",Yes,25,4.5
Operations Analyst,Deloitte,Kolkata,Mid (3-5 Yrs),Edtech,"Google Analytics, Power BI, R",No,33,13.2
Data Analyst,Hcl Technologies,Gurgaon,Fresher (0-1 Yr),Retail,"Machine Learning, ETL, R",Hybrid,5,4.1
Marketing Analyst,Swiggy,Pune,Fresher (0-1 Yr),E-Commerce,"AWS, Google Analytics, Azure, Power BI, Tableau",No,12,5.7
Product Analyst,Tcs,Bangalore,Senior (5+ Yrs),Logistics,"Data Visualization, Tableau, Power BI, Machine Learning, AWS",Yes,42,20.6
Product Analyst,Amazon India,Noida,Fresher (0-1 Yr),Edtech,"Python, Statistics, Azure, Data Visualization, NumPy, Pandas",Yes,10,4.4
Data Analyst,Accenture,Pune,Junior (1-3 Yrs),E-Commerce,"Excel, Pandas, ETL, Hadoop",No,23,8.9
Senior Data Analyst,Byju'S,Bangalore,Senior (5+ Yrs),Logistics,"Statistics, Tableau, Google Analytics, Hadoop, Storytelling",Yes,42,29.4
Marketing Analyst,Paytm,Chennai,Senior (5+ Yrs),Retail,"Hadoop, Storytelling, Communication, AWS",No,47,22.7
Junior Data Analyst,Phonepe,Ahmedabad,Senior (5+ Yrs),E-Commerce,"ETL, Python, AWS, Tableau, Communication, Storytelling, Spark",No,37,31.9
Financial Analyst,Flipkart,Mumbai,Fresher (0-1 Yr),It Services,"Excel, Storytelling, Data Visualization, JIRA, Spark, Azure, Communication",No,22,4.1
Junior Data Analyst,Wipro,Bangalore,Senior (5+ Yrs),Healthcare,"SQL, Spark, Storytelling, Tableau, JIRA, Data Visualization",Hybrid,30,17.5
Data Analyst,Zomato,Noida,Senior (5+ Yrs),Logistics,"NumPy, Hadoop, Spark, Storytelling, Data Visualization, AWS, R",Hybrid,46,27.5
Data Scientist,Hcl Technologies,Delhi,Junior (1-3 Yrs),Edtech,"Pandas, Google Analytics, Tableau",Hybrid,9,6.1
Marketing Analyst,Ibm India,Mumbai,Mid (3-5 Yrs),Edtech,"AWS, Machine Learning, JIRA, Storytelling, ETL, Google Analytics",No,18,10.5
Bi Analyst,Zomato,Kolkata,Junior (1-3 Yrs),Banking & Finance,"Machine Learning, NumPy, Excel, SQL, Data Visualization, Storytelling",Yes,49,8.2
Business Analyst,Reliance Jio,Bangalore,Junior (1-3 Yrs),Edtech,"Google Analytics, JIRA, NumPy, Machine Learning",No,43,6.4
Financial Analyst,Swiggy,Mumbai,Mid (3-5 Yrs),Healthcare,"Google Analytics, JIRA, NumPy",Yes,20,10.3
Bi Analyst,Icici Bank,Gurgaon,Mid (3-5 Yrs),Healthcare,"Data Visualization, R, Python, JIRA, Pandas, Power BI, Hadoop",Hybrid,26,12.9
Bi Analyst,Wipro,Bangalore,Senior (5+ Yrs),Edtech,"Hadoop, Google Analytics, Power BI, SQL, ETL",No,5,24.4
Marketing Analyst,Swiggy,Pune,Junior (1-3 Yrs),Logistics,"Google Analytics, ETL, Power BI, SQL, JIRA",No,42,8.5
Data Scientist,Deloitte,Noida,Fresher (0-1 Yr),Retail,"NumPy, Communication, Python, AWS, Data Visualization, Power BI",Hybrid,31,3.9
Marketing Analyst,Makemytrip,Hyderabad,Junior (1-3 Yrs),E-Commerce,"Communication, JIRA, Statistics, ETL, NumPy, Tableau, Data Visualization",No,25,5.6
Data Scientist,Amazon India,Hyderabad,Mid (3-5 Yrs),Banking & Finance,"Tableau, Spark, Google Analytics, Statistics, Power BI, R, Pandas",No,31,17.1
Senior Data Analyst,Ibm India,Noida,Senior (5+ Yrs),Healthcare,"Machine Learning, ETL, AWS, Power BI, Tableau, Communication, Storytelling",No,39,28.4
Financial Analyst,Amazon India,Delhi,Senior (5+ Yrs),Banking & Finance,"Excel, Storytelling, SQL, Hadoop, Tableau, Statistics",Hybrid,43,19.4
Data Analyst,Nykaa,Noida,Senior (5+ Yrs),Banking & Finance,"AWS, Excel, ETL, Google Analytics",Yes,12,32.5
Operations Analyst,Accenture,Gurgaon,Fresher (0-1 Yr),Healthcare,"Communication, JIRA, Google Analytics, Spark, Pandas, NumPy",Yes,37,6.0
Data Analyst,Wipro,Noida,Fresher (0-1 Yr),Retail,"Hadoop, AWS, Azure, Storytelling, R, Excel",No,46,5.7
Bi Analyst,Icici Bank,Noida,Mid (3-5 Yrs),E-Commerce,"Tableau, Azure, AWS, Storytelling, Power BI, ETL, Communication",Yes,33,12.1
Business Analyst,Ola,Mumbai,Senior (5+ Yrs),E-Commerce,"Azure, SQL, R, ETL, Power BI, NumPy",Yes,50,24.1
Senior Data Analyst,Hcl Technologies,Kolkata,Junior (1-3 Yrs),Healthcare,"Power BI, Storytelling, ETL, NumPy, SQL, Pandas",Yes,43,8.1
Data Analyst,Icici Bank,Hyderabad,Senior (5+ Yrs),Edtech,"Power BI, ETL, NumPy, Communication",Yes,34,32.6
Data Analyst,Icici Bank,Delhi,Junior (1-3 Yrs),Logistics,"NumPy, Azure, Python, Tableau, Google Analytics",No,17,9.6
Business Analyst,Cognizant,Mumbai,Junior (1-3 Yrs),Logistics,"Hadoop, SQL, NumPy, JIRA, Machine Learning, Excel, Storytelling",Hybrid,9,6.0
Business Analyst,Nykaa,Hyderabad,Fresher (0-1 Yr),Edtech,"Python, Power BI, JIRA, ETL, Excel, Hadoop",Hybrid,45,4.3
Data Analyst,Flipkart,Kolkata,Senior (5+ Yrs),Banking & Finance,"Hadoop, Azure, NumPy",Hybrid,21,33.7
Product Analyst,Flipkart,Noida,Mid (3-5 Yrs),Retail,"AWS, Data Visualization, Spark, Azure, Tableau, JIRA, Excel",No,38,18.0
Junior Data Analyst,Makemytrip,Kolkata,Senior (5+ Yrs),Logistics,"AWS, Storytelling, Communication, Tableau, Data Visualization, SQL, Spark",No,38,19.7
Business Analyst,Ola,Hyderabad,Senior (5+ Yrs),Edtech,"Storytelling, Hadoop, Spark, Statistics, JIRA, R, Pandas",Yes,23,22.9
Junior Data Analyst,Tech Mahindra,Chennai,Mid (3-5 Yrs),Retail,"AWS, Pandas, Excel",Hybrid,38,10.8
Financial Analyst,Ibm India,Bangalore,Mid (3-5 Yrs),Banking & Finance,"Python, Communication, NumPy, Power BI",No,40,14.3
Senior Data Analyst,Hcl Technologies,Bangalore,Senior (5+ Yrs),Logistics,"Excel, Machine Learning, JIRA, SQL, Communication, Spark, Statistics",Yes,26,22.2
Product Analyst,Tech Mahindra,Pune,Mid (3-5 Yrs),Logistics,"Python, Power BI, JIRA, R, Storytelling, Tableau, Spark",Hybrid,5,17.2
Business Analyst,Capgemini,Gurgaon,Junior (1-3 Yrs),Edtech,"Statistics, Communication, AWS, Excel",No,3,9.6
Financial Analyst,Cognizant,Kolkata,Fresher (0-1 Yr),Logistics,"Storytelling, Data Visualization, Spark, SQL, Azure, Hadoop, Python",Yes,2,4.8
Data Scientist,Accenture,Noida,Mid (3-5 Yrs),E-Commerce,"Hadoop, R, Storytelling, Python, Data Visualization",Hybrid,47,9.1
Bi Analyst,Byju'S,Kolkata,Junior (1-3 Yrs),E-Commerce,"Pandas, Excel, Power BI, JIRA, R, Tableau",Hybrid,11,6.4
Junior Data Analyst,Tech Mahindra,Noida,Fresher (0-1 Yr),E-Commerce,"R, Pandas, Excel, Tableau",No,15,5.3
Product Analyst,Nykaa,Chennai,Mid (3-5 Yrs),Edtech,"Hadoop, R, SQL, Data Visualization, Communication",Yes,7,14.8
Product Analyst,Nykaa,Chennai,Fresher (0-1 Yr),Logistics,"SQL, NumPy, Spark",Hybrid,43,4.4
Senior Data Analyst,Ola,Gurgaon,Senior (5+ Yrs),Banking & Finance,"Data Visualization, Tableau, Hadoop",No,7,34.9
Junior Data Analyst,Wipro,Delhi,Mid (3-5 Yrs),Logistics,"Pandas, Spark, Power BI, SQL, Machine Learning",Yes,32,15.3
Data Scientist,Accenture,Hyderabad,Junior (1-3 Yrs),Banking & Finance,"Storytelling, Communication, Statistics, Azure",Hybrid,44,6.4
Senior Data Analyst,Nykaa,Pune,Junior (1-3 Yrs),Logistics,"Google Analytics, Spark, Power BI, Pandas, SQL, R, Statistics",No,31,5.3
Product Analyst,Ola,Chennai,Fresher (0-1 Yr),E-Commerce,"Hadoop, Excel, Azure, Python, Storytelling, Data Visualization, Power BI",Hybrid,21,5.0
Data Analyst,Hdfc Bank,Mumbai,Junior (1-3 Yrs),Logistics,"Pandas, JIRA, Power BI",Yes,49,5.2
Data Scientist,Paytm,Bangalore,Junior (1-3 Yrs),Logistics,"JIRA, Tableau, NumPy, Hadoop",No,15,8.6
Product Analyst,Nykaa,Noida,Mid (3-5 Yrs),E-Commerce,"Excel, Google Analytics, Machine Learning, Tableau, ETL, Pandas",No,50,13.2
Marketing Analyst,Reliance Jio,Ahmedabad,Fresher (0-1 Yr),Edtech,"Statistics, JIRA, Hadoop, AWS",Hybrid,47,5.1
Marketing Analyst,Nykaa,Bangalore,Junior (1-3 Yrs),Edtech,"Python, AWS, NumPy",Yes,16,7.3
Business Analyst,Reliance Jio,Chennai,Senior (5+ Yrs),Logistics,"Python, SQL, Azure, Pandas",No,7,19.3
Senior Data Analyst,Paytm,Chennai,Mid (3-5 Yrs),Logistics,"Pandas, Spark, ETL, Machine Learning, NumPy, Python, Excel",Yes,12,15.7
Product Analyst,Razorpay,Mumbai,Junior (1-3 Yrs),Banking & Finance,"Communication, Excel, NumPy, Storytelling, Spark, ETL, SQL",Yes,47,8.2
Business Analyst,Reliance Jio,Mumbai,Junior (1-3 Yrs),Logistics,"JIRA, Pandas, Hadoop, Machine Learning",Hybrid,25,7.7
Senior Data Analyst,Ola,Ahmedabad,Junior (1-3 Yrs),It Services,"Google Analytics, Data Visualization, Communication, Pandas, AWS, Tableau, Power BI",Yes,49,5.5
Data Scientist,Ola,Bangalore,Mid (3-5 Yrs),Retail,"Data Visualization, Machine Learning, AWS, Storytelling, Python",Hybrid,27,12.3
Product Analyst,Byju'S,Gurgaon,Mid (3-5 Yrs),Banking & Finance,"Python, Azure, Storytelling, JIRA",Yes,5,14.5
Senior Data Analyst,Amazon India,Ahmedabad,Fresher (0-1 Yr),Edtech,"Hadoop, JIRA, Azure, Spark",Hybrid,4,5.5
Product Analyst,Ola,Bangalore,Mid (3-5 Yrs),Healthcare,"Excel, Storytelling, JIRA, Python, AWS, Data Visualization, SQL",Hybrid,40,15.4
Data Analyst,Amazon India,Chennai,Junior (1-3 Yrs),Edtech,"Spark, ETL, Storytelling, R, Python",No,17,5.9
Bi Analyst,Tech Mahindra,Bangalore,Junior (1-3 Yrs),Edtech,"AWS, ETL, Machine Learning",Hybrid,8,9.3
Operations Analyst,Paytm,Noida,Senior (5+ Yrs),Logistics,"Python, Statistics, Storytelling, Pandas, ETL, Power BI",No,3,17.6
Marketing Analyst,Wipro,Gurgaon,Mid (3-5 Yrs),Logistics,"Storytelling, NumPy, Statistics",Hybrid,48,16.5
Bi Analyst,Hdfc Bank,Chennai,Junior (1-3 Yrs),Healthcare,"Azure, ETL, SQL, Pandas",Yes,5,5.6
Senior Data Analyst,Paytm,Kolkata,Senior (5+ Yrs),Logistics,"Storytelling, Machine Learning, Python, Communication, Spark, SQL",No,29,24.4
Operations Analyst,Ola,Chennai,Fresher (0-1 Yr),Logistics,"Communication, Google Analytics, Azure, R, Machine Learning",Yes,49,5.5
Bi Analyst,Deloitte,Bangalore,Fresher (0-1 Yr),Retail,"Storytelling, Communication, R, Excel, Tableau, ETL, SQL",Yes,24,4.1
Data Analyst,Capgemini,Hyderabad,Fresher (0-1 Yr),Edtech,"Pandas, Communication, Statistics, Google Analytics",Yes,39,6.0
Marketing Analyst,Reliance Jio,Kolkata,Junior (1-3 Yrs),Banking & Finance,"Machine Learning, Python, JIRA, Pandas, AWS",Yes,41,6.4
Financial Analyst,Infosys,Pune,Junior (1-3 Yrs),Retail,"Hadoop, SQL, Data Visualization",No,2,9.3
Senior Data Analyst,Flipkart,Chennai,Fresher (0-1 Yr),Healthcare,"Hadoop, Pandas, Power BI, Google Analytics, AWS, Statistics",Yes,12,5.3
Marketing Analyst,Icici Bank,Ahmedabad,Senior (5+ Yrs),Retail,"Google Analytics, SQL, Statistics, Communication, Pandas",Hybrid,21,30.0
Bi Analyst,Wipro,Delhi,Fresher (0-1 Yr),It Services,"JIRA, AWS, Data Visualization, Python, Spark, Power BI",Hybrid,7,4.2
Financial Analyst,Deloitte,Ahmedabad,Mid (3-5 Yrs),Edtech,"Excel, Communication, Python, Statistics, Hadoop",Yes,45,15.0
Junior Data Analyst,Paytm,Ahmedabad,Junior (1-3 Yrs),It Services,"Statistics, Machine Learning, R",Yes,29,9.5
Marketing Analyst,Paytm,Delhi,Junior (1-3 Yrs),It Services,"NumPy, Excel, Power BI, Python, Azure",Hybrid,25,9.5
Junior Data Analyst,Infosys,Chennai,Mid (3-5 Yrs),Healthcare,"Python, Communication, Data Visualization, Pandas, Statistics, SQL",Hybrid,9,10.5
Operations Analyst,Infosys,Pune,Junior (1-3 Yrs),E-Commerce,"Statistics, Data Visualization, SQL, Communication, Storytelling, JIRA",Hybrid,41,9.9
Data Scientist,Flipkart,Hyderabad,Mid (3-5 Yrs),It Services,"Storytelling, AWS, Power BI, Communication, JIRA, SQL, Python",Yes,37,15.5
Product Analyst,Deloitte,Kolkata,Fresher (0-1 Yr),Logistics,"Spark, Data Visualization, Excel",Hybrid,36,4.3
Operations Analyst,Wipro,Chennai,Fresher (0-1 Yr),It Services,"SQL, AWS, Storytelling, NumPy",No,13,3.0
Financial Analyst,Ola,Noida,Junior (1-3 Yrs),E-Commerce,"Hadoop, Excel, Power BI, SQL, Google Analytics, Tableau, Storytelling",Yes,13,8.3
Financial Analyst,Wipro,Pune,Junior (1-3 Yrs),Banking & Finance,"Spark, Power BI, Hadoop, Statistics, Python, Google Analytics",Hybrid,17,7.1
Marketing Analyst,Byju'S,Pune,Fresher (0-1 Yr),Retail,"AWS, Hadoop, Power BI, Data Visualization, Python, Statistics",Hybrid,32,5.3
Product Analyst,Byju'S,Bangalore,Mid (3-5 Yrs),Retail,"Data Visualization, Communication, Machine Learning, Power BI, Google Analytics, Python, NumPy",Yes,29,9.6
Data Scientist,Icici Bank,Kolkata,Fresher (0-1 Yr),E-Commerce,"Communication, Machine Learning, Tableau",No,44,3.7
Bi Analyst,Swiggy,Ahmedabad,Mid (3-5 Yrs),Banking & Finance,"Pandas, ETL, Hadoop, Azure, AWS, Excel, Power BI",Hybrid,19,15.9
Business Analyst,Paytm,Hyderabad,Senior (5+ Yrs),Logistics,"SQL, Storytelling, Tableau, NumPy",Hybrid,15,18.8
Senior Data Analyst,Reliance Jio,Noida,Fresher (0-1 Yr),Banking & Finance,"Hadoop, Google Analytics, ETL, NumPy, Tableau, Excel, Statistics",No,13,3.9
Data Scientist,Axis Bank,Kolkata,Mid (3-5 Yrs),E-Commerce,"Storytelling, Data Visualization, NumPy, ETL, Python",Yes,48,10.6
Financial Analyst,Makemytrip,Gurgaon,Mid (3-5 Yrs),Retail,"Communication, Tableau, SQL, Statistics, JIRA, Machine Learning, R",Yes,11,9.4
Business Analyst,Infosys,Bangalore,Mid (3-5 Yrs),It Services,"Machine Learning, Storytelling, Excel, Data Visualization",Hybrid,28,14.5
Financial Analyst,Paytm,Delhi,Junior (1-3 Yrs),Logistics,"Azure, AWS, Data Visualization, JIRA",Yes,34,8.4
Product Analyst,Reliance Jio,Noida,Junior (1-3 Yrs),Retail,"NumPy, Hadoop, Data Visualization, R, Power BI, Statistics, Spark",No,13,7.0
Product Analyst,Ola,Kolkata,Senior (5+ Yrs),Banking & Finance,"Azure, Statistics, Python",Yes,6,28.1
Marketing Analyst,Cognizant,Delhi,Senior (5+ Yrs),E-Commerce,"Statistics, AWS, Machine Learning, Storytelling",Hybrid,38,32.0
Bi Analyst,Amazon India,Noida,Mid (3-5 Yrs),Retail,"Data Visualization, Spark, Machine Learning, Communication, R, Hadoop",Yes,2,17.5
Data Analyst,Byju'S,Noida,Junior (1-3 Yrs),Edtech,"ETL, Python, Excel",Hybrid,41,6.6
Financial Analyst,Hdfc Bank,Hyderabad,Mid (3-5 Yrs),It Services,"Python, JIRA, Power BI, Tableau, NumPy",No,43,14.0
Bi Analyst,Icici Bank,Pune,Junior (1-3 Yrs),Banking & Finance,"Machine Learning, Communication, ETL, SQL, Python, Power BI",No,7,5.6
Junior Data Analyst,Tech Mahindra,Noida,Junior (1-3 Yrs),Retail,"NumPy, R, Statistics, Pandas",Hybrid,14,7.3
Financial Analyst,Infosys,Hyderabad,Senior (5+ Yrs),Healthcare,"Data Visualization, JIRA, Statistics, R",Yes,3,31.9
Business Analyst,Paytm,Kolkata,Mid (3-5 Yrs),It Services,"Python, R, Pandas, Power BI",No,9,9.8
Bi Analyst,Hcl Technologies,Gurgaon,Mid (3-5 Yrs),Edtech,"Tableau, Spark, Power BI",Yes,1,17.4
Data Scientist,Amazon India,Chennai,Junior (1-3 Yrs),Retail,"Machine Learning, NumPy, AWS, Statistics, ETL",Yes,24,5.4
Bi Analyst,Phonepe,Chennai,Junior (1-3 Yrs),Logistics,"R, Google Analytics, Hadoop, Excel, Power BI",Hybrid,50,9.6
Data Scientist,Wipro,Pune,Fresher (0-1 Yr),Logistics,"Tableau, Machine Learning, Communication, Spark",Yes,27,3.6
Product Analyst,Icici Bank,Hyderabad,Senior (5+ Yrs),Edtech,"Data Visualization, Hadoop, Statistics, SQL, Machine Learning",Hybrid,37,17.6
Data Scientist,Ola,Gurgaon,Fresher (0-1 Yr),Retail,"NumPy, Tableau, Data Visualization, Statistics, SQL, JIRA, Spark",Hybrid,35,4.1
Operations Analyst,Accenture,Bangalore,Junior (1-3 Yrs),E-Commerce,"Tableau, Google Analytics, Azure, Machine Learning, Excel",Yes,5,8.1
Data Analyst,Infosys,Kolkata,Mid (3-5 Yrs),Logistics,"Storytelling, Excel, R, Google Analytics, Spark, Azure",Yes,22,9.2
Operations Analyst,Ibm India,Noida,Junior (1-3 Yrs),Logistics,"ETL, Azure, Google Analytics, AWS, R, Communication, Storytelling",No,12,5.8
Business Analyst,Phonepe,Noida,Fresher (0-1 Yr),Edtech,"Google Analytics, Azure, Communication, JIRA, Pandas",Hybrid,44,3.0
Senior Data Analyst,Paytm,Kolkata,Senior (5+ Yrs),Healthcare,"Spark, Communication, SQL, Machine Learning, Statistics, AWS, Power BI",Yes,47,28.1
Business Analyst,Paytm,Kolkata,Junior (1-3 Yrs),E-Commerce,"Statistics, Spark, Machine Learning, NumPy, Hadoop, AWS",Yes,47,7.3
Marketing Analyst,Icici Bank,Hyderabad,Mid (3-5 Yrs),Edtech,"Communication, R, ETL, Pandas, Excel, Azure",Yes,42,16.9
Financial Analyst,Icici Bank,Noida,Fresher (0-1 Yr),Retail,"NumPy, AWS, Google Analytics",No,34,6.3
Operations Analyst,Byju'S,Chennai,Junior (1-3 Yrs),Retail,"Statistics, Communication, SQL, AWS, Data Visualization",No,32,6.5
Business Analyst,Accenture,Pune,Mid (3-5 Yrs),Retail,"AWS, Storytelling, Hadoop, JIRA, ETL, Spark",Yes,13,15.1
Financial Analyst,Flipkart,Chennai,Mid (3-5 Yrs),Logistics,"Data Visualization, Pandas, Spark, Python, R, Statistics",Yes,14,17.5
Financial Analyst,Flipkart,Delhi,Junior (1-3 Yrs),Banking & Finance,"Pandas, Excel, ETL, Communication",Yes,37,9.3
Financial Analyst,Deloitte,Mumbai,Fresher (0-1 Yr),Logistics,"Google Analytics, Storytelling, JIRA, Excel, Pandas",No,31,5.6
Data Analyst,Swiggy,Gurgaon,Mid (3-5 Yrs),Logistics,"Power BI, Storytelling, Excel, ETL",No,33,15.6
Senior Data Analyst,Zomato,Delhi,Senior (5+ Yrs),It Services,"JIRA, Machine Learning, Data Visualization",Yes,23,21.9
Data Scientist,Nykaa,Mumbai,Fresher (0-1 Yr),Healthcare,"Data Visualization, Pandas, NumPy, Communication",No,23,4.3
Business Analyst,Amazon India,Kolkata,Mid (3-5 Yrs),Healthcare,"Storytelling, Tableau, JIRA, Pandas",Yes,40,11.6
Marketing Analyst,Razorpay,Chennai,Junior (1-3 Yrs),Healthcare,"NumPy, Storytelling, ETL",No,36,6.4
Business Analyst,Byju'S,Bangalore,Junior (1-3 Yrs),Retail,"Spark, Communication, Python, Azure, Tableau, Hadoop",Yes,9,7.8
Data Scientist,Infosys,Pune,Fresher (0-1 Yr),Logistics,"Statistics, Storytelling, Machine Learning, Azure, Communication, Pandas",No,5,4.4
Product Analyst,Ola,Noida,Mid (3-5 Yrs),Banking & Finance,"JIRA, AWS, Communication, Data Visualization, Excel, R, Hadoop",Yes,29,16.5
Bi Analyst,Ola,Ahmedabad,Mid (3-5 Yrs),Edtech,"Hadoop, Storytelling, Machine Learning, AWS",No,28,11.5
Financial Analyst,Amazon India,Ahmedabad,Fresher (0-1 Yr),It Services,"JIRA, Python, ETL, Tableau, Google Analytics, Azure",Hybrid,41,3.7
